host_id,hostname,dist_pc,st_teff_k,st_rad_rsun,st_mass_msun,st_lum_log,st_logg,st_met_dex,st_spectype,spectral_class,hr_region,n_stars,n_planets
2484,Kepler-1824,1040.1,6002.0,1.081,1.135,0.171,4.424,0.2,Unknown,Unknown,Main_Sequence_Hot,1,1
2485,Kepler-1825,430.254,5123.0,0.847,0.828,-0.53158,4.501,0.14,Unknown,Unknown,Main_Sequence_Cool,1,1
2486,Kepler-1826,336.952,3821.0,0.486,0.49,-1.12218,4.755,-0.28,Unknown,Unknown,Main_Sequence_Cool,1,1
2487,Kepler-1827,686.461,5423.0,1.404,0.915,0.187,4.105,0.08,Unknown,Unknown,Main_Sequence_Cool,1,1
2488,Kepler-1828,871.81,5806.0,0.899,0.996,-0.11128,4.528,-0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
2489,Kepler-1829,679.921,5230.0,0.777,0.873,-0.39395,4.594,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
2490,Kepler-183,1050.64,5888.0,0.958,0.99,0.026,4.502,0.11,Unknown,Unknown,Main_Sequence_Cool,1,2
2491,Kepler-1830,1056.88,6160.0,2.046,1.443,0.63129,3.976,0.24,Unknown,Unknown,Subgiant,1,1
2492,Kepler-1831,1053.49,6063.0,1.012,1.117,-0.0455,4.476,0.07,Unknown,Unknown,Main_Sequence_Hot,1,1
2493,Kepler-1832,486.174,5242.0,0.722,0.684,-0.33658,4.556,-0.54,Unknown,Unknown,Main_Sequence_Cool,1,1
2494,Kepler-1833,591.602,6164.0,1.446,1.286,0.4374,4.227,0.38,Unknown,Unknown,Main_Sequence_Hot,1,1
2495,Kepler-1834,500.395,4821.0,0.788,0.765,-0.57662,4.529,0.16,Unknown,Unknown,Main_Sequence_Cool,1,2
2496,Kepler-1835,1404.38,5903.0,0.961,0.922,0.07829,4.437,-0.26,Unknown,Unknown,Main_Sequence_Cool,1,1
2497,Kepler-1836,1472.62,6123.0,0.987,1.053,0.01616,4.472,-0.14,Unknown,Unknown,Main_Sequence_Hot,1,1
2498,Kepler-1837,1229.18,5966.0,0.961,1.049,-0.06826,4.493,-0.02,Unknown,Unknown,Main_Sequence_Cool,1,1
2499,Kepler-1838,451.242,5877.0,1.963,1.187,0.53674,3.927,0.04,Unknown,Unknown,Subgiant,1,1
2500,Kepler-1839,1136.6,5926.0,0.939,1.03,0.19174,4.506,-0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
2501,Kepler-184,610.326,5788.0,0.873,0.872,-0.22509,4.51,-0.1958,Unknown,Unknown,Main_Sequence_Cool,1,3
2502,Kepler-1840,513.107,4898.0,0.803,0.774,-0.58706,4.518,0.14,Unknown,Unknown,Main_Sequence_Cool,1,1
2503,Kepler-1841,631.7,5190.0,0.899,0.823,-0.27843,4.446,0.12,Unknown,Unknown,Main_Sequence_Cool,1,1
2504,Kepler-1842,923.551,5970.0,1.131,1.057,-0.02604,4.355,0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
2505,Kepler-1843,784.625,5422.0,1.782,1.02,0.394,3.945,0.02,Unknown,Unknown,Subgiant,1,1
2506,Kepler-1844,1804.36,5776.0,0.849,0.939,0.22606,4.554,-0.18,Unknown,Unknown,Main_Sequence_Cool,1,1
2507,Kepler-1845,710.724,4703.0,0.701,0.686,-0.57817,4.582,-0.14,Unknown,Unknown,Main_Sequence_Cool,1,1
2508,Kepler-1846,374.615,4825.0,0.732,0.785,-0.53047,4.603,0.08,Unknown,Unknown,Main_Sequence_Cool,1,1
2509,Kepler-1847,1693.86,6122.0,0.964,1.041,0.09941,4.487,-0.18,Unknown,Unknown,Main_Sequence_Hot,1,1
2510,Kepler-1848,309.696,4847.0,0.737,0.756,-0.51304,4.581,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
2511,Kepler-1849,631.884,4806.0,0.729,0.709,-0.66231,4.564,-0.1,Unknown,Unknown,Main_Sequence_Cool,1,1
2512,Kepler-185,466.735,5208.0,0.806,0.763,-0.50448,4.545,-0.14,Unknown,Unknown,Main_Sequence_Cool,1,2
2513,Kepler-1850,250.199,4239.0,0.6,0.611,-0.81005,4.667,-0.22,Unknown,Unknown,Main_Sequence_Cool,1,1
2514,Kepler-1851,1589.81,5982.0,0.879,0.967,0.06007,4.535,-0.28,Unknown,Unknown,Main_Sequence_Cool,1,1
2515,Kepler-1852,772.481,5237.0,0.826,0.927,-0.43168,4.572,0.24,Unknown,Unknown,Main_Sequence_Cool,1,1
2516,Kepler-1853,562.348,4821.0,0.788,0.765,-0.56217,4.529,0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
2517,Kepler-1854,423.348,5026.0,0.759,0.8,-0.479,4.58,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
2518,Kepler-1855,,3460.0,0.356,0.385,-1.2949,4.92,0.07,Unknown,Unknown,Main_Sequence_Cool,1,1
2519,Kepler-1856,848.76,4948.0,0.816,0.782,-0.33065,4.508,0.14,Unknown,Unknown,Main_Sequence_Cool,1,1
2520,Kepler-1857,853.275,6074.0,1.005,0.873,0.2052,4.375,-0.54,Unknown,Unknown,Main_Sequence_Hot,1,1
2521,Kepler-1858,833.055,4939.0,0.819,0.785,-0.45269,4.506,0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
2522,Kepler-1859,1331.25,5887.0,1.235,1.09,0.15429,4.292,0.16,Unknown,Unknown,Main_Sequence_Cool,1,2
2523,Kepler-186,177.594,3788.0,0.472,0.478,-1.385,4.77,-0.28,M1,M,Main_Sequence_Cool,1,5
2524,Kepler-1860,438.703,5420.0,0.868,0.874,-0.18091,4.502,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
2525,Kepler-1861,829.985,5855.0,1.373,1.161,0.30017,4.227,0.26,Unknown,Unknown,Main_Sequence_Cool,1,1
2526,Kepler-1862,1232.19,5644.0,0.806,0.9,-0.21515,4.575,-0.24,Unknown,Unknown,Main_Sequence_Cool,1,1
2527,Kepler-1863,865.546,5871.0,0.983,1.097,0.40952,4.493,0.21,Unknown,Unknown,Main_Sequence_Cool,1,1
2528,Kepler-1864,298.894,5854.0,0.979,1.03,0.03004,4.469,0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
2529,Kepler-1865,922.255,5420.0,0.871,0.849,-0.32913,4.487,-0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
2530,Kepler-1866,976.737,5791.0,1.083,1.03,0.14386,4.381,0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
2531,Kepler-1867,680.583,5693.0,0.816,0.911,0.21949,4.57,-0.24,Unknown,Unknown,Main_Sequence_Cool,1,1
2532,Kepler-1868,274.18,4658.0,0.686,0.743,-0.66249,4.632,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
2533,Kepler-1869,113.025,5808.0,0.902,0.987,-0.05012,4.522,-0.06,Unknown,Unknown,Main_Sequence_Cool,1,2
2534,Kepler-187,1143.0,6105.0,1.287,1.081,0.49267,4.274,-0.04,Unknown,Unknown,Main_Sequence_Hot,1,2
2535,Kepler-1870,407.216,5508.0,0.84,0.955,-0.22577,4.569,0.07,Unknown,Unknown,Main_Sequence_Cool,1,1
2536,Kepler-1871,854.623,5741.0,0.946,1.02,0.00294,4.495,0.12,Unknown,Unknown,Main_Sequence_Cool,1,1
2537,Kepler-1872,840.182,5223.0,0.885,0.913,-0.50562,4.505,0.32,Unknown,Unknown,Main_Sequence_Cool,1,1
2538,Kepler-1873,820.957,5151.0,0.792,0.903,-0.40951,4.592,0.21,Unknown,Unknown,Main_Sequence_Cool,1,1
2539,Kepler-1874,408.007,4701.0,0.775,0.758,-0.577,4.54,0.24,Unknown,Unknown,Main_Sequence_Cool,1,1
2540,Kepler-1875,1660.45,6161.0,0.862,0.95,0.4066,4.545,-0.5,Unknown,Unknown,Main_Sequence_Hot,1,1
2541,Kepler-1876,259.935,6104.0,1.477,1.187,0.42894,4.07136,0.01,Unknown,Unknown,Main_Sequence_Hot,1,1
2542,Kepler-1877,285.312,5615.0,0.936,1.022,-0.07722,4.505,0.24,Unknown,Unknown,Main_Sequence_Cool,1,1
2543,Kepler-1878,1494.3,5918.0,0.865,0.956,0.18689,4.544,-0.26,Unknown,Unknown,Main_Sequence_Cool,1,1
2544,Kepler-1879,627.171,5865.0,1.388,1.023,0.38444,4.163,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
2545,Kepler-188,968.544,6021.0,1.141,1.021,0.03447,4.346,0.15,Unknown,Unknown,Main_Sequence_Hot,1,2
2546,Kepler-1880,611.041,4380.0,0.53,0.524,-0.76168,4.71,-0.92,Unknown,Unknown,Main_Sequence_Cool,1,1
2547,Kepler-1881,1057.21,5135.0,0.874,0.812,-0.3067,4.464,0.12,Unknown,Unknown,Main_Sequence_Cool,1,1
2548,Kepler-1882,443.371,5691.0,1.458,1.068,0.23674,4.139,0.26,Unknown,Unknown,Main_Sequence_Cool,1,1
2549,Kepler-1883,1377.61,6208.0,1.024,1.086,-0.01559,4.454,-0.12,Unknown,Unknown,Main_Sequence_Hot,1,1
2550,Kepler-1884,1443.09,5984.0,0.906,0.993,0.27711,4.521,-0.2,Unknown,Unknown,Main_Sequence_Cool,1,1
2551,Kepler-1885,818.482,5591.0,0.86,0.977,-0.17642,4.559,0.07,Unknown,Unknown,Main_Sequence_Cool,1,1
2552,Kepler-1886,1059.51,5745.0,0.837,0.928,-0.16101,4.559,-0.2,Unknown,Unknown,Main_Sequence_Cool,1,1
2553,Kepler-1887,1366.18,5749.0,0.864,0.961,-0.18953,4.547,-0.1,Unknown,Unknown,Main_Sequence_Cool,1,1
2554,Kepler-1888,402.947,5557.0,1.249,0.897,0.37424,4.198,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
2555,Kepler-1889,1395.13,5646.0,0.817,0.864,0.21977,4.55,-0.28,Unknown,Unknown,Main_Sequence_Cool,1,1
2556,Kepler-189,591.534,5235.0,0.75,0.803,-0.44774,4.619,-0.04,Unknown,Unknown,Main_Sequence_Cool,1,2
2557,Kepler-1890,529.596,6046.0,1.396,1.024,0.26655,4.158,-0.16,Unknown,Unknown,Main_Sequence_Hot,1,1
2558,Kepler-1891,596.24,5516.0,0.827,0.873,-0.23134,4.544,-0.14,Unknown,Unknown,Main_Sequence_Cool,1,1
2559,Kepler-1892,851.595,5383.0,0.759,0.851,-0.30112,4.603,-0.22,Unknown,Unknown,Main_Sequence_Cool,1,1
2560,Kepler-1893,1050.72,5633.0,1.162,0.973,0.15984,4.296,0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
2561,Kepler-1894,935.191,5772.0,0.901,0.999,-0.26976,4.528,0.0,Unknown,Unknown,Main_Sequence_Cool,1,2
2562,Kepler-1895,984.187,5076.0,0.763,0.86,-0.22959,4.598,0.1,Unknown,Unknown,Main_Sequence_Cool,1,1
2563,Kepler-1896,1732.91,6122.0,0.996,1.07,0.17382,4.471,-0.1,Unknown,Unknown,Main_Sequence_Hot,1,1
2564,Kepler-1897,983.174,5165.0,0.761,0.859,-0.38987,4.599,0.02,Unknown,Unknown,Main_Sequence_Cool,1,1
2565,Kepler-1898,360.921,5702.0,1.125,0.837,-0.23539,4.258,-0.28,Unknown,Unknown,Main_Sequence_Cool,1,1
2566,Kepler-1899,711.509,4791.0,0.742,0.759,-0.67239,4.577,0.07,Unknown,Unknown,Main_Sequence_Cool,1,1
2567,Kepler-19,218.562,5544.0,0.859,0.936,-0.16056,4.51,-0.08,Unknown,Unknown,Main_Sequence_Cool,1,3
2568,Kepler-190,433.387,5106.0,0.795,0.834,-0.44055,4.561,0.06,Unknown,Unknown,Main_Sequence_Cool,1,2
2569,Kepler-1900,1540.43,6173.0,1.041,1.104,0.21994,4.447,-0.04,Unknown,Unknown,Main_Sequence_Hot,1,1
2570,Kepler-1901,1028.37,5696.0,0.921,1.022,-0.00315,4.519,0.14,Unknown,Unknown,Main_Sequence_Cool,1,1
2571,Kepler-1902,344.337,3729.0,0.514,0.52,-1.11736,4.733,0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
2572,Kepler-1903,1775.44,6347.0,0.996,1.053,0.29209,4.464,-0.34,Unknown,Unknown,Main_Sequence_Hot,1,1
2573,Kepler-1904,270.854,3805.0,0.497,0.526,-1.29761,4.767,-0.1,Unknown,Unknown,Main_Sequence_Cool,1,1
2574,Kepler-1905,1051.53,5788.0,1.015,1.038,-0.02528,4.442,0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
2575,Kepler-1906,1360.63,5868.0,0.894,0.987,0.24215,4.53,-0.12,Unknown,Unknown,Main_Sequence_Cool,1,1
2576,Kepler-1907,292.111,5159.0,0.8,0.752,-0.62479,4.508,-0.16,Unknown,Unknown,Main_Sequence_Cool,1,2
2577,Kepler-1909,763.662,4935.0,0.685,0.663,-0.57623,4.589,-0.42,Unknown,Unknown,Main_Sequence_Cool,1,1
2578,Kepler-191,594.464,5282.0,0.789,0.857,-0.4145,4.594,0.13,Unknown,Unknown,Main_Sequence_Cool,1,3
2579,Kepler-1910,,4234.0,0.639,0.636,-0.927,4.63,-0.02,Unknown,Unknown,Main_Sequence_Cool,1,1
2580,Kepler-1911,269.912,5721.0,0.972,0.954,-0.07794,4.442,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
2581,Kepler-1912,297.017,5734.0,0.962,0.977,-0.04936,4.462,0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
2582,Kepler-1913,876.3,6214.0,1.076,1.169,-0.05481,4.442,0.07,Unknown,Unknown,Main_Sequence_Hot,1,1
2583,Kepler-1914,1621.56,5982.0,0.96,1.047,0.07728,4.493,-0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
2584,Kepler-1915,1514.66,6020.0,1.057,1.03,0.06133,4.403,-0.06,Unknown,Unknown,Main_Sequence_Hot,1,1
2585,Kepler-1916,2055.82,6246.0,1.092,1.18,0.21407,4.433,0.07,Unknown,Unknown,Main_Sequence_Hot,1,1
2586,Kepler-1917,909.037,5530.0,0.788,0.882,-0.29551,4.586,-0.22,Unknown,Unknown,Main_Sequence_Cool,1,1
2587,Kepler-1918,1030.11,5889.0,0.924,0.967,-0.3081,4.492,-0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
2588,Kepler-1919,1177.53,5513.0,0.818,0.868,-0.27362,4.551,-0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
2589,Kepler-192,651.674,5479.0,1.007,1.028,-0.09429,4.428,0.357,Unknown,Unknown,Main_Sequence_Cool,1,3
2590,Kepler-1920,885.913,6277.0,1.161,1.239,0.10034,4.402,0.21,Unknown,Unknown,Main_Sequence_Hot,1,1
2591,Kepler-1921,928.989,6120.0,2.0,1.251,0.80624,3.934,0.02,Unknown,Unknown,Subgiant,1,2
2592,Kepler-1922,1344.29,5931.0,0.863,0.953,0.15221,4.545,-0.28,Unknown,Unknown,Main_Sequence_Cool,1,1
2593,Kepler-1923,990.838,5881.0,1.294,1.109,0.257,4.259,0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
2594,Kepler-1924,1910.77,5726.0,1.285,1.018,0.45229,4.228,0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
2595,Kepler-1925,1771.31,5856.0,1.092,1.057,0.36494,4.386,0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
2596,Kepler-1926,667.405,5256.0,0.832,0.768,-0.64728,4.483,-0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
2597,Kepler-1927,1091.0,6056.0,2.481,1.408,0.77402,3.797,0.14,Unknown,Unknown,Subgiant,1,1
2598,Kepler-1928,326.362,5720.0,0.92,1.01,-0.09151,4.533,0.12,Unknown,Unknown,Main_Sequence_Cool,1,1
2599,Kepler-1929,508.201,5786.0,1.471,1.006,0.5928,4.106,-0.02,Unknown,Unknown,Main_Sequence_Cool,1,1
2600,Kepler-193,1009.1,6335.0,1.147,1.051,0.09956,4.403,0.0,Unknown,Unknown,Main_Sequence_Hot,1,2
2601,Kepler-1930,275.694,5083.0,0.844,0.844,-0.50545,4.512,0.22,Unknown,Unknown,Main_Sequence_Cool,1,1
2602,Kepler-1931,620.091,6167.0,1.221,1.174,0.4741,4.333,0.12,Unknown,Unknown,Main_Sequence_Hot,1,1
2603,Kepler-1932,713.733,5278.0,0.815,0.911,-0.35191,4.576,0.14,Unknown,Unknown,Main_Sequence_Cool,1,1
2604,Kepler-1933,328.007,5661.0,1.008,0.964,-0.11595,4.415,0.1,Unknown,Unknown,Main_Sequence_Cool,1,1
2605,Kepler-1934,428.514,5925.0,1.035,0.968,0.1085,4.394,-0.14,Unknown,Unknown,Main_Sequence_Cool,1,1
2606,Kepler-1935,904.702,5570.0,0.899,0.845,0.16401,4.458,-0.18,Unknown,Unknown,Main_Sequence_Cool,1,1
2607,Kepler-1936,871.096,6501.0,1.854,1.419,0.45627,4.054,0.1,Unknown,Unknown,Main_Sequence_Hot,1,1
2608,Kepler-1937,905.069,6457.0,1.196,1.19,0.20922,4.358,-0.06,Unknown,Unknown,Main_Sequence_Hot,1,1
2609,Kepler-1938,421.152,4522.0,0.655,0.646,-0.64954,4.615,-0.22,Unknown,Unknown,Main_Sequence_Cool,1,1
2610,Kepler-1939,189.833,4353.0,0.603,0.648,-0.80789,4.681,-0.18,Unknown,Unknown,Main_Sequence_Cool,1,1
2611,Kepler-194,1097.97,6089.0,1.025,0.94,0.0427,4.415,-0.03,Unknown,Unknown,Main_Sequence_Hot,1,3
2612,Kepler-1940,798.595,5431.0,0.717,0.802,-0.37735,4.623,-0.44,Unknown,Unknown,Main_Sequence_Cool,1,1
2613,Kepler-1941,1494.39,6404.0,1.142,1.175,0.43611,4.393,-0.06,Unknown,Unknown,Main_Sequence_Hot,1,1
2614,Kepler-1942,842.492,5834.0,0.797,0.852,-0.07518,4.566,-0.5,Unknown,Unknown,Main_Sequence_Cool,1,1
2615,Kepler-1943,1004.55,6032.0,0.973,1.055,0.44535,4.485,-0.06,Unknown,Unknown,Main_Sequence_Hot,1,1
2616,Kepler-1944,1076.48,5585.0,0.972,1.064,-0.08284,4.49,0.48,Unknown,Unknown,Main_Sequence_Cool,1,1
2617,Kepler-1945,,4991.0,0.804,0.767,-0.441,4.513,0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
2618,Kepler-1946,1002.12,5505.0,0.873,0.887,-0.27885,4.503,-0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
2619,Kepler-1947,468.771,6040.0,1.686,0.984,0.11057,3.978,-0.44,Unknown,Unknown,Subgiant,1,1
2620,Kepler-1948,193.903,3872.0,0.557,0.585,-0.8617,4.714,0.12,Unknown,Unknown,Main_Sequence_Cool,1,1
2621,Kepler-1949,2617.35,6028.0,1.454,1.194,0.7131,4.189,0.14,Unknown,Unknown,Main_Sequence_Hot,1,1
2622,Kepler-195,652.051,5329.0,0.775,0.867,-0.36708,4.603,0.04,Unknown,Unknown,Main_Sequence_Cool,1,2
2623,Kepler-1950,697.253,5455.0,0.852,0.759,-0.22345,4.457,-0.34,Unknown,Unknown,Main_Sequence_Cool,1,1
2624,Kepler-1951,1277.32,5468.0,1.306,0.923,0.50112,4.171,0.14,Unknown,Unknown,Main_Sequence_Cool,1,1
2625,Kepler-1952,852.062,5973.0,1.305,0.922,0.291,4.171,-0.34,Unknown,Unknown,Main_Sequence_Cool,1,1
2626,Kepler-1953,605.631,4858.0,0.707,0.786,-0.62962,4.622,-0.02,Unknown,Unknown,Main_Sequence_Cool,1,1
2627,Kepler-1954,1373.83,5840.0,0.849,0.942,0.04503,4.553,-0.24,Unknown,Unknown,Main_Sequence_Cool,1,1
2628,Kepler-1955,449.351,5825.0,1.291,1.049,0.22965,4.237,0.14,Unknown,Unknown,Main_Sequence_Cool,1,1
2629,Kepler-1956,360.468,4391.0,0.682,0.671,-1.04512,4.598,0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
2630,Kepler-1957,460.899,4904.0,0.772,0.745,-0.60069,4.535,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
2631,Kepler-1958,1320.38,5749.0,0.864,0.961,-0.00092,4.547,-0.1,Unknown,Unknown,Main_Sequence_Cool,1,1
2632,Kepler-1959,479.263,5071.0,0.811,0.768,-0.47365,4.505,-0.02,Unknown,Unknown,Main_Sequence_Cool,1,1
2633,Kepler-196,451.312,5128.0,0.782,0.839,-0.39257,4.566,0.03,Unknown,Unknown,Main_Sequence_Cool,1,3
2634,Kepler-1960,1527.56,6371.0,1.072,1.117,0.27069,4.426,-0.18,Unknown,Unknown,Main_Sequence_Hot,1,1
2635,Kepler-1961,1042.45,5401.0,0.777,0.871,-0.27557,4.593,-0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
2636,Kepler-1962,866.826,5700.0,1.006,1.003,-0.12198,4.434,0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
2637,Kepler-1963,492.847,5726.0,0.979,0.915,-0.2592,4.418,-0.1,Unknown,Unknown,Main_Sequence_Cool,1,1
2638,Kepler-1964,,4803.0,0.698,0.752,-0.631,4.623,-0.08,Unknown,Unknown,Main_Sequence_Cool,1,1
2639,Kepler-1965,521.791,5852.0,0.837,0.928,-0.07602,4.559,-0.3,Unknown,Unknown,Main_Sequence_Cool,1,1
2640,Kepler-1966,484.601,5009.0,0.84,0.797,-0.56655,4.491,0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
2641,Kepler-1967,249.102,4970.0,1.806,0.996,-0.56664,3.924,0.32,Unknown,Unknown,Subgiant,1,1
2642,Kepler-1968,750.93,5008.0,0.788,0.844,-0.64972,4.572,0.18,Unknown,Unknown,Main_Sequence_Cool,1,1
2643,Kepler-1969,1204.54,6046.0,1.007,1.111,-0.1809,4.478,0.07,Unknown,Unknown,Main_Sequence_Hot,1,1
2644,Kepler-197,330.575,6004.0,1.12,0.857,0.22187,4.304,-0.441,Unknown,Unknown,Main_Sequence_Hot,2,4
2645,Kepler-1972,287.339,5818.0,1.384,1.12,0.29447,4.2,0.23,Unknown,Unknown,Main_Sequence_Cool,1,2
2646,Kepler-1976,1314.51,5712.0,1.082,0.976,0.04119,4.359,0.1,Unknown,Unknown,Main_Sequence_Cool,1,1
2647,Kepler-1977,592.711,4805.0,0.688,0.769,-0.69414,4.633,-0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
2648,Kepler-1978,865.512,5251.0,0.778,0.869,-0.29793,4.592,-0.04,Unknown,Unknown,Main_Sequence_Cool,1,1
2649,Kepler-1979,1076.27,5942.0,0.938,1.028,-0.09382,4.506,-0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
2650,Kepler-198,495.358,5574.0,0.94,0.995,-0.1089,4.467,0.1142,Unknown,Unknown,Main_Sequence_Cool,1,3
2651,Kepler-1980,1709.4,5819.0,0.99,1.049,0.22397,4.468,0.14,Unknown,Unknown,Main_Sequence_Cool,1,1
2652,Kepler-1981,659.395,5874.0,3.006,1.519,0.24356,3.664,0.12,Unknown,Unknown,Subgiant,1,1
2653,Kepler-1982,558.855,6202.0,1.122,1.213,0.37137,4.422,0.21,Unknown,Unknown,Main_Sequence_Hot,1,1
2654,Kepler-1983,424.428,5135.0,0.874,0.812,-0.48076,4.464,0.12,Unknown,Unknown,Main_Sequence_Cool,1,1
2655,Kepler-1984,,3638.0,0.42,0.45,-1.55,4.844,-0.14,Unknown,Unknown,Main_Sequence_Cool,1,1
2656,Kepler-1985,,5370.0,0.966,0.877,-0.155,4.411,0.14,Unknown,Unknown,Main_Sequence_Cool,1,1
2657,Kepler-1986,912.085,5549.0,0.732,0.776,-0.41148,4.6,-0.54,Unknown,Unknown,Main_Sequence_Cool,1,1
2658,Kepler-1987,595.683,4769.0,0.714,0.799,-0.61631,4.622,0.12,Unknown,Unknown,Main_Sequence_Cool,1,4
2659,Kepler-1988,513.426,6033.0,1.788,1.127,0.582,3.985,-0.1,Unknown,Unknown,Subgiant,1,1
2660,Kepler-1989,1252.13,6032.0,1.06,0.999,0.27935,4.387,-0.14,Unknown,Unknown,Main_Sequence_Hot,1,1
2661,Kepler-199,521.054,5644.0,0.967,0.96,-0.09685,4.438,0.0,Unknown,Unknown,Main_Sequence_Cool,1,2
2662,Kepler-1990,392.739,5751.0,1.071,1.028,0.11702,4.391,0.21,Unknown,Unknown,Main_Sequence_Cool,1,2
2663,Kepler-1991,855.82,5478.0,1.053,0.914,-0.1085,4.354,0.16,Unknown,Unknown,Main_Sequence_Cool,1,2
2664,Kepler-1992,532.955,5383.0,0.842,0.874,-0.00858,4.528,0.0,Unknown,Unknown,Main_Sequence_Cool,1,1
2665,Kepler-1993,1031.91,5159.0,3.062,1.373,0.778,3.604,-0.04,Unknown,Unknown,Subgiant,1,1
2666,Kepler-1994,241.991,5495.0,0.961,0.932,-0.04165,4.442,0.16,Unknown,Unknown,Main_Sequence_Cool,1,1
2667,Kepler-1995,595.331,5029.0,0.93,0.847,-0.55559,4.429,0.48,Unknown,Unknown,Main_Sequence_Cool,1,1
2668,Kepler-1996,440.561,4580.0,0.675,0.748,-0.65721,4.641,0.08,Unknown,Unknown,Main_Sequence_Cool,1,2
2669,Kepler-1997,1502.34,6215.0,1.052,1.111,0.13162,4.44,-0.06,Unknown,Unknown,Main_Sequence_Hot,1,1
2670,Kepler-1998,340.965,5640.0,0.921,0.962,-0.0658,4.492,0.06,Unknown,Unknown,Main_Sequence_Cool,1,1
2671,Kepler-1999,701.255,4406.0,0.628,0.632,-0.77323,4.643,-0.24,Unknown,Unknown,Main_Sequence_Cool,1,1
2672,Kepler-20,282.563,5495.0,0.9164,0.929,-0.16451,4.446,0.07,Unknown,Unknown,Main_Sequence_Cool,2,6
2673,Kepler-200,665.912,5678.0,0.944,0.972,0.00778,4.454,-0.006,Unknown,Unknown,Main_Sequence_Cool,1,2
2674,Kepler-2000,320.588,3757.0,0.576,0.581,-1.05272,4.681,0.48,Unknown,Unknown,Main_Sequence_Cool,1,2
2675,Kepler-2001,776.55,5081.0,0.77,0.864,-0.54627,4.596,0.12,Unknown,Unknown,Main_Sequence_Cool,1,2
2676,Kepler-201,636.445,6065.0,1.229,1.098,0.34816,4.294,-0.0442,Unknown,Unknown,Main_Sequence_Hot,1,2
2677,Kepler-202,285.111,4668.0,0.667,0.683,-0.63817,4.65,-0.21,Unknown,Unknown,Main_Sequence_Cool,1,2
2678,Kepler-203,703.302,5821.0,1.114,1.06,0.0937,4.358,0.08,Unknown,Unknown,Main_Sequence_Cool,1,3
2679,Kepler-204,686.723,5812.0,1.238,1.038,0.02981,4.269,0.07,Unknown,Unknown,Main_Sequence_Cool,1,2
2680,Kepler-205,159.72,4321.0,0.546,0.592,-0.95618,4.735,-0.1254,M1 V,M,Main_Sequence_Cool,1,2
2681,Kepler-206,594.447,5764.0,1.185,0.957,0.08357,4.311,0.0213,Unknown,Unknown,Main_Sequence_Cool,1,3
2682,Kepler-207,875.519,5920.0,1.588,1.313,0.5343,4.129,0.29,Unknown,Unknown,Main_Sequence_Cool,1,3
2683,Kepler-208,775.328,6092.0,1.314,1.082,0.30912,4.265,-0.0423,Unknown,Unknown,Main_Sequence_Hot,1,4
2684,Kepler-209,576.946,5513.0,0.935,0.971,-0.12879,4.472,0.11,Unknown,Unknown,Main_Sequence_Cool,1,2
2685,Kepler-21,108.522,6305.0,1.902,1.408,0.715,4.026,-0.03,F6 IV,F,Main_Sequence_Hot,2,1
2686,Kepler-210,232.75,4559.0,0.65,0.77,-0.79874,4.663,0.2772,M0 V,M,Main_Sequence_Cool,1,2
2687,Kepler-211,309.353,5123.0,0.816,0.867,-0.4133,4.547,0.151,Unknown,Unknown,Main_Sequence_Cool,1,2
2688,Kepler-212,687.194,5852.0,1.455,1.166,0.38347,4.182,0.22,Unknown,Unknown,Main_Sequence_Cool,1,2
